name,count,label
湖南省 长沙市 长沙县,796,通過
湖南省 长沙市 雨花区,566,接地
甘肃省 临夏回族自治州 永靖县,436,通過
甘肃省 兰州市 七里河区,458,接地
甘肃省 兰州市 城关区,921,宿泊
甘肃省 兰州市 安宁区,221,通過
甘肃省 兰州市 榆中县,937,訪問
甘肃省 兰州市 永登县,1407,通過
甘肃省 兰州市 皋兰县,800,訪問
甘肃省 兰州市 红古区,162,通過
甘肃省 兰州市 西固区,711,通過
甘肃省 嘉峪关市 嘉峪关市,667,宿泊
甘肃省 天水市 秦安县,548,通過
甘肃省 天水市 秦州区,37,通過
甘肃省 天水市 麦积区,1375,通過
甘肃省 定西市 安定区,861,通過
甘肃省 定西市 通渭县,608,通過
甘肃省 张掖市 临泽县,711,訪問
甘肃省 张掖市 山丹县,1849,通過
甘肃省 张掖市 民乐县,729,通過
甘肃省 张掖市 甘州区,1312,宿泊
甘肃省 张掖市 肃南裕固族自治县,0,訪問
甘肃省 张掖市 高台县,1445,通過
甘肃省 武威市 凉州区,956,通過
甘肃省 武威市 古浪县,723,通過
甘肃省 武威市 天祝藏族自治县,570,通過
甘肃省 酒泉市 敦煌市,621,宿泊
甘肃省 酒泉市 玉门市,1583,通過
甘肃省 酒泉市 瓜州县,2025,通過
甘肃省 酒泉市 肃州区,2321,通過
甘肃省 金昌市 永昌县,1198,通過
甘肃省 金昌市 金川区,111,通過
福建省 厦门市 同安区,308,通過
福建省 厦门市 思明区,421,宿泊
福建省 厦门市 海沧区,107,通過
福建省 厦门市 湖里区,344,宿泊
福建省 厦门市 翔安区,292,通過
福建省 厦门市 集美区,294,接地
福建省 宁德市 福安市,380,通過
福建省 宁德市 福鼎市,686,通過
福建省 宁德市 蕉城区,406,通過
福建省 宁德市 霞浦县,524,通過
福建省 泉州市 丰泽区,343,訪問
福建省 泉州市 南安市,393,通過
福建省 泉州市 惠安县,677,通過
福建省 泉州市 晋江市,459,通過
福建省 泉州市 泉港区,473,通過
福建省 泉州市 洛江区,89,通過
福建省 泉州市 石狮市,64,通過
福建省 泉州市 鲤城区,211,宿泊
福建省 漳州市 云霄县,220,通過
福建省 漳州市 漳浦县,341,通過
福建省 漳州市 诏安县,355,通過
福建省 漳州市 龙海区,538,通過
福建省 福州市 仓山区,124,通過
福建省 福州市 福清市,791,通過
福建省 福州市 罗源县,244,通過
福建省 福州市 连江县,507,通過
福建省 福州市 长乐区,37,通過
福建省 福州市 闽侯县,157,通過
福建省 福州市 马尾区,277,通過
福建省 莆田市 仙游县,206,通過
福建省 莆田市 城厢区,397,通過
福建省 莆田市 涵江区,388,通過
福建省 莆田市 秀屿区,203,接地
福建省 莆田市 荔城区,189,通過
辽宁省 大连市 旅顺口区,0,訪問
辽宁省 大连市 沙河口区,0,訪問
辽宁省 大连市 甘井子区,0,接地
陕西省 咸阳市 兴平市,362,通過
陕西省 咸阳市 杨陵区,148,通過
陕西省 咸阳市 武功县,221,通過
陕西省 咸阳市 泾阳县,5,訪問
陕西省 咸阳市 渭城区,741,訪問
陕西省 咸阳市 秦都区,192,通過
陕西省 宝鸡市 岐山县,102,通過
陕西省 宝鸡市 扶风县,162,通過
陕西省 宝鸡市 渭滨区,463,通過
陕西省 宝鸡市 眉县,212,通過
陕西省 宝鸡市 陈仓区,552,通過
陕西省 渭南市 临渭区,749,通過
陕西省 渭南市 华州区,792,通過
陕西省 渭南市 华阴市,943,通過
陕西省 渭南市 潼关县,498,通過
陕西省 西安市 临潼区,924,訪問
陕西省 西安市 新城区,222,宿泊
陕西省 西安市 未央区,950,接地
陕西省 西安市 灞桥区,347,通過
陕西省 西安市 碑林区,333,訪問
陕西省 西安市 莲湖区,144,訪問
陕西省 西安市 长安区,0,宿泊
陕西省 西安市 雁塔区,259,訪問
青海省 海东市 乐都区,575,通過
青海省 海东市 互助土族自治县,405,接地
青海省 海东市 平安区,320,通過
青海省 海东市 民和回族土族自治县,442,通過
青海省 海北藏族自治州 门源回族自治县,887,通過
青海省 海南藏族自治州 共和县,0,訪問
青海省 西宁市 城东区,551,宿泊
青海省 西宁市 城中区,155,通過
青海省 西宁市 城北区,157,通過
青海省 西宁市 城西区,386,宿泊
青海省 西宁市 大通回族土族自治县,826,通過
青海省 西宁市 湟中区,0,訪問
青海省 西宁市 湟源县,0,通過
